lemma	pos	gender
ἀσχιδής	ADJ	-
ἀσχίον	NOUN	n
ἀσχιστόπους	ADJ	-
ἄσχιστος	ADJ	-
ἀσχολέω	VERB	-
ἀσχοληματικός	ADJ	-
ἀσχολία	NOUN	f
ἄσχολος	ADJ	-
ἄσχυ	NOUN	n
ἄσω	VERB	-
ἀσώδης	ADJ	-
ἀσωματία	NOUN	f
ἀσώματος	ADJ	-
ἀσωματότης	NOUN	f
ἀσωματόω	VERB	-
ἄσωμος	ADJ	-
ἄσωστος	ADJ	-
ἀσωτεῖον	NOUN	n
ἀσωτεύω	VERB	-
ἀσωτία	NOUN	f
ἄσωτος	ADJ	-
ἀσωφρόνως	ADV	-
ἀταβυρίτης	VERB	-
ἀταγία	NOUN	f
ἀτακτέω	VERB	-
ἀτάκτημα	NOUN	n
ἄτακτος	ADJ	-
ἀταλαίπωρος	ADJ	-
ἀτάλαντος	ADJ	-
ἀτάλλω	VERB	-
ἄταλμα	NOUN	n
ἀταλός	ADJ	-
ἀταλόψυχος	ADJ	-
ἀτάλυμνος	NOUN	m
ἀταμίευτος	ADJ	-
ἀταξία	NOUN	f
ἀτάομαι	VERB	-
ἀταπείνωτος	ADJ	-
ἀτάρ	PART	-
ἀταρακτέω	VERB	-
ἀταρακτοποιησία	NOUN	f
ἀτάρακτος	ADJ	-
ἀταραξία	NOUN	f
ἀτάραχος	NOUN	n
ἀταραχώδης	ADJ	-
ἀτάρβακτος	ADJ	-
ἀταρβής	ADJ	-
ἀτάρβητος	ADJ	-
ἀταρβομάχας	NOUN	m
ἀταρίχευτος	ADJ	-
ἀτάρμυκτος	ADJ	-
ἀταρτάομαι	VERB	-
ἀταρτηρός	ADJ	-
ἀτάρχυτος	ADJ	-
ἀτασθαλία	NOUN	f
ἀτασθάλλω	VERB	-
ἀτάσθαλος	ADJ	-
ἀταύρωτος	ADJ	-
ἀταφία	NOUN	f
ἄταφος	ADJ	-
ἀτάω	VERB	-
ἅτε	ADV	-
ἄτεγκτος	ADJ	-
ἀτειρής	ADJ	-
ἀτείχιστος	ADJ	-
ἀτέκμαρτος	ADJ	-
ἀτέκμων	NOUN	f
ἀτεκνέω	VERB	-
ἀτεκνία	NOUN	f
ἄτεκνος	ADJ	-
ἀτεκνόω	VERB	-
ἀτέκνωσις	NOUN	f
ἀτέλεια	NOUN	f
ἀτέλειος	ADJ	-
ἀτελειότης	NOUN	f
ἀτελείωτος	ADJ	-
ἀτελεσιούργητος	ADJ	-
ἀτέλεστος	ADJ	-
ἀτελεσφόρητος	ADJ	-
ἀτελεύτητος	ADJ	-
ἀτέλευτος	ADJ	-
ἀτελής	ADJ	-
ἀτελώνητος	ADJ	-
ἀτέμβω	VERB	-
ἀτενής	ADJ	-
ἀτενίζω	VERB	-
ἀτένισις	NOUN	f
ἀτενισμός	NOUN	m
ἀτενιστός	ADJ	-
ἄτερ	ADP	-
ἄτερ	ADP	-
ἀτεραμνία	NOUN	f
ἀτέραμνος	ADJ	-
ἀτεραμνότης	NOUN	f
ἀτεραμνώδης	ADJ	-
ἀτεράμων	ADJ	-
ἀτεράτευτος	ADJ	-
ἀτερηδόνιστος	ADJ	-
ἄτερθε	ADJ	-
ἀτερμάτιστος	ADJ	-
ἀτέρμων	ADJ	-
ἁτερόπλευρος	ADJ	-
ἁτερόπτιλλος	ADJ	-
ἀτέρπεια	NOUN	f
ἀτερπής	ADJ	-
ἄτερπνος	ADJ	-
ἄτερπος	ADJ	-
ἀτερψία	NOUN	f
ἀτευκτέω	VERB	-
ἄτευκτος	ADJ	-
ἀτευξία	NOUN	f
ἀτευχής	ADJ	-
ἀτεύχητος	ADJ	-
ἄτεφρος	ADJ	-
ἀτέχναστος	ADJ	-
ἀτεχνέω	VERB	-
ἀτεχνής	ADJ	-
ἀτεχνία	NOUN	f
ἀτεχνίτευτος	ADJ	-
ἄτεχνος	ADJ	-
ἀτέχνως	ADV	-
ἀτέω	VERB	-
ἄτη	NOUN	f
ἄτηκτος	ADJ	-
ἀτημέλεια	NOUN	f
ἀτημελέω	VERB	-
ἀτημελής	ADJ	-
ἀτημέλητος	ADJ	-
ἀτημελία	NOUN	f
ἀτήρητος	ADJ	-
ἀτηρία	NOUN	f
ἀτηρός	ADJ	-
Ἀτθίς	NOUN	f
ἀτίζω	VERB	-
ἀτιθάσευτος	ADJ	-
ἀτίθασος	ADJ	-
ἀτίθηνος	VERB	-
ἀτιμαγελέω	VERB	-
ἀτιμαγέλης	NOUN	m
ἀτιμάζω	VERB	-
ἀτιμαλφέω	VERB	-
ἀτιμασμός	NOUN	m
ἀτιμαστέος	ADJ	-
ἀτιμαστήρ	NOUN	m
ἀτιμαστής	NOUN	m
ἀτιμάω	VERB	-
ἀτιμητεί	ADV	-
ἀτιμητέον	VERB	-
ἀτίμητος	ADJ	-
ἀτιμία	NOUN	f
ἀτιμοπενθής	ADJ	-
ἄτιμος	ADJ	-
ἀτιμόω	VERB	-
ἀτιμωρητεί	ADV	-
ἀτιμώρητος	ADJ	-
ἀτίμωσις	NOUN	f
ἀτίνακτος	ADJ	-
ἀτιτάλλω	VERB	-
ἀτιτάλτας	NOUN	m
ἀτιτέω	VERB	-
ἀτίτης	NOUN	m
ἄτιτος	ADJ	-
ἀτίω	VERB	-
Ἀτλαγενής	ADJ	-
Ἀτλαντικός	ADJ	-
Ἄτλας	NOUN	m
ἄτλας	NOUN	m
ἀτλητέω	VERB	-
ἄτλητος	ADJ	-
ἀτμενία	NOUN	f
ἀτμένιος	ADJ	-
ἄτμενος	NOUN	m
ἀτμεύω	VERB	-
ἀτμή	NOUN	f
ἀτμήν	NOUN	m
ἄτμητος	ADJ	-
ἀτμιάω	VERB	-
ἀτμιδόομαι	VERB	-
ἀτμιδοῦχος	ADJ	-
ἀτμιδώδης	ADJ	-
ἀτμίζω	VERB	-
ἀτμίς	NOUN	f
ἀτμιστός	ADJ	-
ἀτμοειδής	ADJ	-
ἀτμός	NOUN	m
ἀτμώδης	ADJ	-
ἄτοιχος	ADJ	-
ἀτοκεῖον	NOUN	n
ἀτοκέω	VERB	-
ἀτοκί	ADV	-
ἀτοκία	NOUN	f
ἀτόκιος	NOUN	n
ἄτοκος	ADJ	-
ἀτολμέω	VERB	-
ἀτόλμηρος	ADJ	-
ἀτόλμητος	ADJ	-
ἀτολμία	NOUN	f
ἄτολμος	ADJ	-
ἄτομος	NOUN	n
ἀτομόω	VERB	-
ἀτονέω	VERB	-
ἀτονία	NOUN	f
ἀτονόω	VERB	-
ἀτονώδης	ADJ	-
ἀτόξευτος	ADJ	-
ἄτοξος	ADJ	-
ἀτόπαστος	ADJ	-
ἀτόπημα	NOUN	n
ἀτοπηματοποιός	NOUN	m
ἀτοπία	NOUN	f
ἄτοπος	ADJ	-
ἀτόρητος	ADJ	-
ἀτόρνευτος	ADJ	-
ἀτόρυνητος	ADJ	-
ἆτος	ADJ	-
ἀτραγῴδητος	ADJ	-
ἀτράγῳδος	ADJ	-
ἀτρακίς	NOUN	f
ἀτράκτιον	NOUN	n
ἀτρακτοειδής	ADJ	-
ἄτρακτος	NOUN	f
ἀτρακτυλίς	NOUN	f
ἀτρακτώδης	ADJ	-
ἀτρανής	ADV	-
ἀτράνωτος	ADJ	-
ἀτράπεζος	ADJ	-
ἀτραπίζω	VERB	-
ἀτραπιτός	NOUN	f
ἀτραπός	NOUN	f
ἀτραυμάτιστος	ADJ	-
ἀτράφαξυς	NOUN	f
ἀτραφής	ADJ	-
ἀτράχυντος	ADJ	-
ἀτρεής	ADJ	-
ἀτρέκεια	NOUN	f
ἀτρεκέω	VERB	-
ἀτρεκής	ADJ	-
ἀτρεκότης	NOUN	f
ἀτρέμα	ADJ	-
ἀτρεμαῖος	ADJ	-
ἀτρεμαιότης	NOUN	f
ἀτρεμεί	ADV	-
ἀτρεμέω	VERB	-
ἀτρεμής	NOUN	n
ἀτρεμί	ADV	-
ἀτρεμία	NOUN	f
ἀτρεμίζω	VERB	-
ἀτρεπί	ADV	-
ἄτρεπτος	ADJ	-
ἄτρεστος	ADJ	-
ἀτρεχής	ADJ	-
ἄτρητος	ADJ	-
ἀτριάκαστος	ADJ	-
ἀτρίακτος	ADJ	-
ἀτρίαστος	ADV	-
ἀτρίβαστος	VERB	-
ἀτριβής	ADJ	-
ἄτριβος	ADJ	-
ἀτρίβων	ADJ	-
ἄτριον	NOUN	n
ἄτριπτος	ADJ	-
ἄτριστος	ADJ	-
ἀτριχέω	VERB	-
ἄτριχος	ADJ	-
ἀτριχόσαρκος	ADJ	-
ἄτριψ	NOUN	m
ἀτριψία	NOUN	f
ἀτρομέω	VERB	-
ἀτρόμητος	ADJ	-
ἄτρομος	ADJ	-
ἀτροπία	NOUN	f
ἄτροπος	NOUN	f
ἀτροφέω	VERB	-
ἀτροφής	ADJ	-
ἀτροφία	NOUN	f
ἄτροφος	ADJ	-
ἀτρύγετος	ADJ	-
ἀτρυγής	ADJ	-
ἀτρύγητος	ADJ	-
ἄτρυγος	ADJ	-
ἀτρύμων	ADJ	-
ἄτρυτος	ADJ	-
Ἀτρυτώνη	NOUN	f
ἀτρύφερος	ADJ	-
ἀτρύφητος	ADJ	-
ἄτρυφος	ADJ	-
ἀτρώς	NOUN	m
ἀτρωσία	NOUN	f
ἄτρωτος	ADJ	-
ἄττα	VERB	-
ἀτταβυγάς	VERB	-
ἀτταγᾶς	NOUN	m
ἀτταγεινός	NOUN	m
ἀτταγήν	NOUN	m
ἀτταγηνάριον	NOUN	n
ἀτταγῆς	NOUN	m
ἀττάκης	NOUN	m
Ἀτταλεῖον	NOUN	n
Ἀτταλιανόν	NOUN	n
Ἀτταλίς	NOUN	f
ἀττάμιος	ADJ	-
ἀττάραγος	NOUN	m
ἀττέλαβος	NOUN	m
ἀττελεβόφθαλμος	ADJ	-
ἀττηγός	NOUN	m
Ἀττικηρῶς	ADV	-
Ἀττικιανός	ADJ	-
Ἀττικίζω	VERB	-
Ἀττίκισις	NOUN	f
Ἀττικισμός	NOUN	m
Ἀττικιστής	NOUN	m
Ἀττικιστί	ADV	-
Ἀττικίων	ADJ	-
ἀττικοπέρδιξ	NOUN	m
Ἀττικός	ADJ	-
Ἀττικουργής	ADJ	-
Ἀττικωνικός	ADJ	-
ἄττομαι	VERB	-
ᾄττω	VERB	-
ἀτυζηλός	ADJ	-
ἀτύζομαι	VERB	-
ἄτυκτος	ADJ	-
ἀτύλωτος	VERB	-
ἀτύμβευτος	ADJ	-
ἄτυμβος	ADJ	-
ἄτυπος	ADJ	-
ἀτύπωτος	ADJ	-
ἀτυράννευτος	ADJ	-
ἀτύρωτος	ADJ	-
ἀτυφία	NOUN	f
ἄτυφος	ADJ	-
ἀτύφωτος	ADJ	-
ἀτυχέω	VERB	-
ἀτύχημα	NOUN	n
ἀτυχής	ADJ	-
ἀτῶμαι	VERB	-
αὖ	ADV	-
αὐαίνω	VERB	-
αὐαλέος	ADJ	-
αὔανσις	NOUN	f
αὐαντή	NOUN	f
Αὔασις	NOUN	f
αὐασμός	NOUN	m
αὐγάζω	VERB	-
αὔγασμα	NOUN	n
αὐγασμός	NOUN	m
αὐγάστειρα	NOUN	f
αὔγειον	NOUN	n
αὐγέω	VERB	-
αὐγή	NOUN	f
αὐγήεις	ADJ	-
αὐγής	ADJ	-
αὔγιον	NOUN	n
αὐγίτης	NOUN	m
αὐγοειδής	ADJ	-
αὖγος	NOUN	n
Αὔγουστος	NOUN	m
αὐδάζομαι	VERB	-
αὐδάω	VERB	-
αὐδή	NOUN	f
αὐδήεις	ADJ	-
ἀϋδρία	NOUN	f
ἄϋδρος	ADJ	-
Αὐδυναῖος	NOUN	m
αὐερύω	VERB	-
αὐηρός	ADJ	-
αὐθάγιος	ADV	-
αὐθάδεια	NOUN	f
αὐθάδης	ADJ	-
αὐθαδιάζομαι	VERB	-
αὐθαδίζομαι	VERB	-
αὐθαδικός	ADJ	-
αὐθάδισμα	NOUN	n
αὐθαδόστομος	ADJ	-
αὐθαίμων	ADJ	-
αὐθαίρετος	ADJ	-
αὐθέδραστος	ADJ	-
αὐθέκαστος	ADJ	-
αὐθεκαστότης	NOUN	f
αὐθεντέω	VERB	-
αὐθέντης	NOUN	m
αὐθεντία	NOUN	f
αὐθεντίζω	VERB	-
αὐθεντικός	ADJ	-
αὐθέντρια	NOUN	f
αὐθεύρετος	ADJ	-
αὐθέψης	NOUN	m
αὐθημερεί	ADV	-
αὐθημερίζω	VERB	-
αὐθημερινός	ADJ	-
αὐθήμερος	ADJ	-
αὖθι	ADV	-
αὐθιγενής	ADJ	-
αὖθις	ADV	-
αὐθιτελής	ADJ	-
αὐθομολογέομαι	VERB	-
αὐθόρμητος	ADJ	-
αὐθύπαρκτος	ADJ	-
αὐθυπόστατος	ADJ	-
αὐθυπότακτος	NOUN	m
αὐθωρός	ADJ	-
αὐλαϝυδός	NOUN	m
αὐλαία	NOUN	f
αὐλαῖος	ADJ	-
αὐλακεργάτης	NOUN	m
αὐλακίζω	VERB	-
αὐλακισμός	NOUN	m
αὐλακοειδής	ADJ	-
αὐλακόεις	ADJ	-
αὐλακοτομέω	VERB	-
αὐλακώδης	ADJ	-
αὖλαξ	NOUN	f
αὐλάρχης	NOUN	m
αὐλεία	NOUN	f
αὔλειος	ADJ	-
αὐλείτης	NOUN	m
αὐλέω	VERB	-
αὐλή	NOUN	f
αὔλημα	NOUN	n
αὔλησις	NOUN	f
αὐλητήρ	NOUN	m
αὐλητήριον	NOUN	n
αὐλητής	NOUN	m
αὐλήτης	NOUN	m
αὐλητικός	NOUN	f
αὐλήτρια	NOUN	f
αὐλητρίδιον	NOUN	n
αὐλητρίς	NOUN	f
ἀϋλία	NOUN	f
αὐλίδιον	NOUN	n
αὐλιεῖον	NOUN	n
αὐλίζομαι	VERB	-
αὐλικός	ADJ	-
αὔλιον	NOUN	n
αὔλιος	ADJ	-
αὖλις	NOUN	f
αὔλισις	NOUN	f
αὐλίσκος	NOUN	m
αὔλισμα	NOUN	n
αὐλισμός	NOUN	m
αὐλιστήριον	NOUN	n
αὐλίτης	NOUN	m
αὐλοβόας	NOUN	m
αὐλοδόκη	NOUN	f
αὐλοθετέω	VERB	-
αὐλοθήκη	NOUN	f
αὐλομανέω	VERB	-
αὐλομανής	ADJ	-
αὐλομελῳδία	NOUN	f
αὐλοποιϊκή	NOUN	f
αὐλοποιός	NOUN	m
αὐλός	NOUN	m
ἄϋλος	ADJ	-
αὐλοστατέω	VERB	-
ἀϋλότης	NOUN	f
αὐλοτρύπης	NOUN	m
αὐλοτρυπητικῶς	ADV	-
αὐλουρός	NOUN	m
αὐλῳδέω	VERB	-
αὐλῳδία	NOUN	f
αὐλῳδικός	ADJ	-
αὐλῳδός	NOUN	m
αὐλών	NOUN	m
Αὐλωνεύς	NOUN	m
αὐλωνιάς	NOUN	f
αὐλωνίζω	VERB	-
αὐλωνίσκος	NOUN	m
αὐλωνοειδής	ADJ	-
αὐλωπίας	NOUN	m
αὐλῶπις	NOUN	f
αὐλωπός	NOUN	m
αὐλωτός	ADJ	-
αὐνή	NOUN	f
αὐξάνω	NOUN	f
αὔξη	NOUN	f
αὔξημα	NOUN	n
αὐξηρός	ADJ	-
αὔξησις	NOUN	f
αὐξησίφως	ADJ	-
αὐξητέον	ADJ	-
αὐξητής	NOUN	m
αὐξητικός	NOUN	n
αὐξητός	ADJ	-
αὐξιθαλής	ADJ	-
αὔξιμος	ADJ	-
αὖξις	NOUN	f
αὐξίς	NOUN	f
αὐξιφαής	ADJ	-
αὐξίφωνος	ADJ	-
αὐξιφωτέω	VERB	-
αὐξιφωτία	NOUN	f
αὐξίφωτος	ADJ	-
αὐξομειόω	VERB	-
αὐξομείωσις	NOUN	f
αὐξοσέληνον	NOUN	n
αὐξύνω	VERB	-
Αὐξώ	NOUN	f
αὔξω	VERB	-
αὐόκωλος	ADJ	-
αὐονή	NOUN	f
αὖος	ADJ	-
αὐότης	NOUN	f
ἀϋπνέω	VERB	-
ἀϋπνία	NOUN	f
ἄϋπνος	ADJ	-
ἀϋπνοσύνη	NOUN	f
αὔρα	NOUN	f
αὔρηκτος	ADJ	-
αὐριβάτης	NOUN	m
αὐρίγαμμος	ADJ	-
αὐρίζω	VERB	-
αὐρινός	ADJ	-
αὔριον	ADV	-
αὐροσχάς	NOUN	f
αὐροφόρητος	ADJ	-
αὖσις	NOUN	f
Αὐσονία	NOUN	f
αὐσταλέος	ADJ	-
αὐστηρία	NOUN	f
αὐστηρόπρακτος	ADJ	-
αὐστηρός	NOUN	n
αὐστηρότης	NOUN	f
αὐτάγγελος	NOUN	m
αὐτάγητος	ADJ	-
αὐταγρεσία	NOUN	f
αὐτάγρετος	ADJ	-
αὐτάγρευτος	ADJ	-
αὐτάδελφος	NOUN	f
αὐταιώρητος	ADJ	-
αὐτανδρί	ADV	-
αὔτανδρος	ADJ	-
αὐτανέψιος	NOUN	m
αὐτάρ	PART	-
αὐταρέσκεια	NOUN	f
αὐταρεσκέω	VERB	-
αὐτάρεσκος	ADJ	-
αὐτάρκεια	NOUN	f
αὐταρκεσία	NOUN	f
αὐταρκέω	VERB	-
αὐτάρκης	ADJ	-
αὐταρχέω	VERB	-
αὔταρχος	ADJ	-
αὐταύλης	NOUN	m
αὐταυτόθεν	ADV	-
αὖτε	ADV	-
αὐτέγγυος	ADJ	-
αὐτεῖ	ADV	-
αὐτέκμαγμα	NOUN	n
αὐτενέργεια	NOUN	f
αὐτενέργητος	ADJ	-
αὐτενιαυτός	ADJ	-
αὐτεξούσιος	NOUN	n
αὐτεξουσιότης	NOUN	f
αὐτεπάγγελτος	ADJ	-
αὐτέπαινος	ADJ	-
αὐτεπιβούλευτος	ADJ	-
αὐτεπίβουλος	ADJ	-
αὐτεπίσπαστος	ADJ	-
αὐτεπιστατέω	NOUN	f
αὐτεπιστήμη	NOUN	f
αὐτεπίστροφος	ADJ	-
αὐτεπιτακτικός	NOUN	f
αὐτεπίτακτος	ADJ	-
αὐτεπώνυμος	ADJ	-
αὐτερέτης	NOUN	m
ἀϋτέω	VERB	-
ἀϋτή	NOUN	f
αὐτήκοος	ADJ	-
αὐτῆμαρ	ADV	-
αὐτίκα	ADV	-
αὖτις	ADV	-
αὐτίτης	NOUN	m
ἀϋτμή	NOUN	f
ἀϋτμήν	NOUN	m
αὐτοαγαθός	NOUN	n
αὐτοαγαθότης	NOUN	f
αὐτοαήρ	NOUN	m
αὐτοαληθές	NOUN	n
αὐτοάλφα	NOUN	n
αὐτοάνθρωπος	NOUN	m
αὐτοάνισον	NOUN	n
αὐτοανόσιον	NOUN	n
αὐτοαπειρία	NOUN	f
αὐτοάπειρος	ADJ	-
αὐτοαπλότης	NOUN	f
αὐτοαριθμός	NOUN	m
αὐτοαρχή	NOUN	f
αὐτοβαφής	ADJ	-
αὐτοβῆτα	NOUN	n
αὐτοβλάβη	NOUN	f
αὐτοβλαβής	ADJ	-
αὐτοβοάω	VERB	-
αὐτοβοεί	ADV	-
αὐτοβοήθητος	ADJ	-
αὐτοβόητος	ADJ	-
αὐτοβορέας	NOUN	m
αὐτοβούλησις	NOUN	f
αὐτόβουλος	ADJ	-
αὐτοβοῦς	NOUN	m
αὐτοβραδύτης	NOUN	f
αὐτόγαμος	ADJ	-
αὐτογένεθλος	ADJ	-
αὐτογενής	NOUN	n
αὐτογένητος	ADJ	-
αὐτογεννητικός	ADJ	-
αὐτογέννητος	ADJ	-
αὐτογῆ	NOUN	f
αὐτόγλυφος	ADJ	-
αὐτογνωμονέω	VERB	-
αὐτογνώμων	NOUN	f
αὐτογνῶσις	NOUN	f
αὐτόγνωτος	ADJ	-
αὐτόγονος	ADJ	-
αὐτογραμμή	NOUN	f
αὐτόγραφος	ADJ	-
αὐτόγυος	ADJ	-
αὐτοδαής	ADJ	-
αὐτοδαίμων	NOUN	m
αὐτόδαιτος	ADJ	-
αὐτοδάξ	ADV	-
αὐτοδεής	ADJ	-
αὐτόδειπνος	ADJ	-
αὐτόδεκα	ADJ	-
αὐτοδεκάς	NOUN	f
αὐτόδερμος	ADJ	-
αὐτοδέσμητος	ADJ	-
αὐτοδεσποτεία	NOUN	f
αὐτοδεσπότης	NOUN	m
αὐτοδέσποτος	ADJ	-
αὐτόδετος	ADJ	-
αὐτόδηλος	ADJ	-
αὐτοδημιούργητος	ADJ	-
αὐτοδιακονία	NOUN	f
αὐτοδιακονέω	VERB	-
αὐτοδιήγητος	ADJ	-
αὐτοδιηγούμενος	ADJ	-
αὐτοδίκαιον	NOUN	n
αὐτοδικαιοσύνη	NOUN	f
αὐτοδικέω	VERB	-
αὐτόδικος	ADJ	-
αὐτόδιον	ADV	-
αὐτοδιπλάσιον	NOUN	n
αὐτοδίπουν	NOUN	n
αὐτόδοξα	NOUN	f
αὐτοδόξαστον	NOUN	n
αὐτόδορος	ADJ	-
αὐτοδουλεία	NOUN	f
αὐτοδρομέω	VERB	-
αὐτόδρομος	ADJ	-
αὐτοδυάς	NOUN	f
αὐτοδύναμις	NOUN	f
αὐτοειδής	ADJ	-
αὐτοεῖδος	NOUN	n
αὐτοέκαστος	ADJ	-
αὐτοέκτατος	ADJ	-
αὐτοελαιουργός	NOUN	m
αὐτοελέφας	NOUN	m
αὐτοέλικτος	ADJ	-
αὐτοέν	NOUN	n
αὐτοενάς	NOUN	f
αὐτοεννεάς	NOUN	f
αὐτοεντεί	ADV	-
αὐτοέντης	NOUN	m
αὐτοεντία	NOUN	f
αὐτοεξάς	NOUN	f
αὐτοεξούσιος	ADJ	-
αὐτοέπαινος	ADJ	-
αὐτοεπιθυμία	NOUN	f
αὐτοεπίπεδον	NOUN	n
αὐτοεπιστήμη	NOUN	f
αὐτοετεί	ADV	-
αὐτοετερότης	NOUN	f
αὐτοετής	ADJ	-
αὐτοετίτης	NOUN	m
αὐτοζήμιος	ADJ	-
αὐτοζήτητος	ADJ	-
αὐτοζῷον	NOUN	n
αὐτοηδύ	NOUN	n
αὐτοήλιος	NOUN	m
αὐτοθελεί	ADV	-
αὐτοθελής	ADJ	-
αὐτόθεν	ADV	-
αὐτόθεος	NOUN	m
αὐτοθεότης	NOUN	f
αὐτόθερμος	ADJ	-
αὐτόθετος	ADJ	-
αὐτόθηκτος	ADJ	-
αὐτοθήρευτος	ADJ	-
αὐτόθι	ADV	-
αὐτόϊππος	NOUN	m
αὐτόισον	NOUN	n
αὐτοισότης	NOUN	f
αὐτοκάβδαλος	ADJ	-
αὐτόκακον	NOUN	n
αὐτοκαλλονή	NOUN	f
αὐτόκαλον	NOUN	n
αὐτόκαρνος	ADJ	-
αὐτόκαρπος	ADJ	-
αὐτοκασιγνήτη	NOUN	f
αὐτοκασίγνητος	NOUN	m
αὐτοκατάκριτος	ADJ	-
αὐτοκατασκεύαστος	ADJ	-
αὐτοκέλευθος	ADJ	-
αὐτοκέλευστος	ADJ	-
αὐτοκελής	ADJ	-
αὐτοκέραστος	ADJ	-
αὐτοκερκίς	NOUN	f
αὐτοκῆρυξ	NOUN	m
αὐτοκινέω	VERB	-
αὐτοκινησία	NOUN	f
αὐτοκίνησις	NOUN	f
αὐτοκινητίζομαι	VERB	-
αὐτοκίνητος	VERB	-
αὐτόκλαδος	ADJ	-
αὐτόκλητος	ADJ	-
αὐτοκμής	NOUN	m
αὐτόκομος	ADJ	-
αὐτόκρανος	ADJ	-
αὐτοκρασία	NOUN	f
αὐτοκράτεια	NOUN	f
αὐτοκράτειρα	NOUN	f
αὐτοκρατής	ADJ	-
αὐτοκρατορεύω	VERB	-
αὐτοκρατορία	NOUN	f
αὐτοκρατορικός	ADJ	-
αὐτοκρατορίς	NOUN	f
αὐτόκρατος	ADJ	-
αὐτοκράτωρ	NOUN	m
αὐτοκρηής	ADJ	-
αὐτόκριτος	ADJ	-
αὐτόκτητος	ADJ	-
αὐτοκτίστης	NOUN	m
αὐτόκτιτος	ADJ	-
αὐτοκτονέω	VERB	-
αὐτοκτόνος	ADJ	-
αὐτοκυβερνήτης	NOUN	m
αὐτόκυκλος	NOUN	m
αὐτοκύλιστος	ADJ	-
αὐτόκωπος	ADJ	-
αὐτόλαβος	ADJ	-
αὐτολεξεί	ADV	-
αὐτολήκυθος	NOUN	m
αὐτολόχευτος	ADJ	-
αὐτολύκιον	NOUN	n
αὐτόλυσις	NOUN	f
αὐτομάθεια	NOUN	f
αὐτομαθής	ADJ	-
αὐτόμαρτυς	NOUN	m
αὐτοματεί	ADV	-
αὐτοματέω	VERB	-
αὐτοματία	NOUN	f
αὐτοματίζω	VERB	-
αὐτοματισμός	NOUN	m
αὐτοματοποιητική	NOUN	f
αὐτόματος	NOUN	n
αὐτομαχέω	VERB	-
αὐτομέγεθος	NOUN	n
αὐτομέλαθρος	ADJ	-
αὐτομενίς	NOUN	f
αὐτομετάβλητος	ADJ	-
αὐτόμετρος	ADJ	-
αὐτομήκης	ADJ	-
αὐτομῆκος	NOUN	n
αὐτομηνί	ADV	-
αὐτομήνυτος	ADJ	-
αὐτομήτωρ	NOUN	f
αὐτόμοιρος	ADJ	-
αὐτομολέω	VERB	-
αὐτομόλησις	NOUN	f
αὐτομολία	NOUN	f
αὐτόμορφος	ADJ	-
αὐτόνεκρος	ADJ	-
αὐτονομέομαι	VERB	-
αὐτονομία	NOUN	f
αὐτόνομος	ADJ	-
αὐτονοέω	VERB	-
αὐτόνοος	ADJ	-
αὐτονυκτί	ADV	-
αὐτονυχί	ADV	-
αὐτονύχιος	ADJ	-
αὐτόξεστος	ADJ	-
αὐτόξυλος	ADJ	-
αὐτόολον	NOUN	n
αὐτοολότης	NOUN	f
αὐτοόμοιον	NOUN	n
αὐτοομοιότης	NOUN	f
αὐτοόν	NOUN	n
αὐτοουσία	NOUN	f
αὐτοπαγής	ADJ	-
αὐτοπάθεια	NOUN	f
αὐτοπαθής	ADJ	-
αὐτοπαίδευτος	ADJ	-
αὐτόπαις	NOUN	m
αὐτοπάτωρ	NOUN	m
αὐτόπειρος	ADJ	-
αὐτοπερίγραφος	ADJ	-
αὐτοπήμων	ADJ	-
αὐτοπηρίτης	NOUN	m
αὐτόπιστος	ADJ	-
αὐτόπλεκτος	ADJ	-
αὐτόπληθος	NOUN	n
αὐτοποδητί	ADV	-
αὐτοποδί	ADV	-
αὐτοποδία	NOUN	f
αὐτοποιητικός	ADJ	-
αὐτοποίητος	ADJ	-
αὐτοποιός	ADJ	-
αὐτοπόκιστος	ADJ	-
αὐτόποκος	ADJ	-
αὐτόπολις	ADJ	-
αὐτοπολίτης	NOUN	m
αὐτοπόνητος	ADJ	-
αὐτόπονος	ADJ	-
αὐτόπορος	ADJ	-
αὐτοποσόν	NOUN	n
αὐτόπους	NOUN	m
αὐτοπραγέω	VERB	-
αὐτοπραγία	NOUN	f
αὐτόπρακτος	ADJ	-
αὐτόπρεμνος	ADJ	-
αὐτοπροαίρετος	ADJ	-
αὐτοπροθύμως	ADV	-
αὐτοπρόσωπος	ADJ	-
αὐτόπτερος	ADJ	-
αὐτοπτέω	VERB	-
